Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
120,Ed Davis\davised01,C,28,POR,61,0,18.8,2.3,3.9,.582,0.0,0.0,"",2.3,3.9,.582,.582,1.0,1.6,.663,2.4,4.9,7.3,0.5,0.5,0.7,0.8,2.5,5.6
121,Dewayne Dedmon\dedmode01,C,28,ATL,43,27,23.4,4.1,7.3,.557,0.8,2.0,.402,3.3,5.3,.617,.613,1.0,1.3,.768,1.7,5.7,7.4,1.4,0.5,0.7,1.4,2.8,10.0
122,Sam Dekker\dekkesa01,PF,23,LAC,55,1,13.2,1.8,3.8,.460,0.2,1.1,.155,1.6,2.8,.575,.481,0.5,0.8,.682,0.6,1.9,2.5,0.6,0.4,0.1,0.5,1.0,4.2
123,Malcolm Delaney\delanma01,PG,28,ATL,52,3,18.9,2.0,5.3,.380,0.8,2.3,.356,1.2,3.0,.397,.456,1.3,1.7,.805,0.2,1.7,1.9,3.0,0.6,0.1,1.3,1.5,6.2
124,Matthew Dellavedova\dellama01,PG,27,MIL,37,3,19.0,1.5,4.0,.369,0.8,2.1,.377,0.7,1.9,.361,.466,0.6,0.7,.920,0.4,1.4,1.7,3.8,0.4,0.0,1.3,1.8,4.4
125,Luol Deng\denglu01,SF,32,LAL,1,1,13.0,1.0,2.0,.500,0.0,0.0,"",1.0,2.0,.500,.500,0.0,0.0,"",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0
126,DeMar DeRozan\derozde01,SG,28,TOR,60,60,34.0,8.3,18.0,.462,1.1,3.5,.324,7.2,14.5,.495,.494,6.0,7.2,.829,0.8,3.2,3.9,5.2,1.2,0.3,2.2,1.8,23.8
127,Cheick Diallo\diallch01,PF,21,NOP,33,0,8.8,1.5,2.8,.538,0.0,0.0,"",1.5,2.8,.538,.538,0.7,0.9,.767,0.6,2.3,2.9,0.3,0.2,0.3,0.3,1.2,3.7
128,Gorgui Dieng\dienggo01,C,28,MIN,61,0,17.6,2.5,5.1,.487,0.2,0.8,.277,2.3,4.3,.525,.508,1.1,1.4,.773,1.3,3.3,4.6,1.0,0.7,0.5,0.8,1.9,6.3
129,Spencer Dinwiddie\dinwisp01,PG,24,BRK,61,51,29.1,4.3,11.1,.389,1.9,5.7,.333,2.4,5.4,.448,.475,2.8,3.4,.822,0.5,2.8,3.3,6.9,0.8,0.3,1.6,2.4,13.4
130,Tyler Dorsey\dorsety01,SG,21,ATL,36,1,13.4,1.7,4.8,.353,0.9,2.7,.340,0.8,2.1,.368,.448,0.6,0.9,.676,0.3,1.7,1.9,1.1,0.3,0.1,0.4,0.6,4.9
131,Damyean Dotson\dotsoda01,SG,23,NYK,29,2,8.5,1.1,2.7,.416,0.3,1.1,.273,0.8,1.5,.523,.474,0.2,0.3,.778,0.2,1.2,1.4,0.6,0.2,0.0,0.3,0.6,2.8
132,Milton Doyle\doylemi01,SG,24,BRK,6,0,10.5,1.2,4.2,.280,0.3,2.2,.154,0.8,2.0,.417,.320,0.3,0.5,.667,0.3,1.2,1.5,0.7,0.3,0.2,0.3,0.5,3.0
133,PJ Dozier\doziepj01,PG,21,OKC,2,0,1.5,0.5,1.0,.500,0.0,0.0,"",0.5,1.0,.500,.500,0.0,0.0,"",0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0
134,Goran Dragic\dragigo01,PG,31,MIA,56,56,31.8,6.5,14.8,.442,1.5,4.2,.368,5.0,10.6,.471,.494,2.9,3.8,.769,0.8,3.4,4.1,4.9,0.8,0.2,2.2,2.4,17.5
135,Larry Drew\drewla02,PG,27,PHI,3,0,5.0,0.3,2.3,.143,0.0,1.0,.000,0.3,1.3,.250,.143,0.0,0.0,"",0.3,0.0,0.3,0.7,0.0,0.0,0.3,0.7,0.7
136,Andre Drummond\drumman01,C,24,DET,59,59,33.3,6.0,11.3,.535,0.0,0.1,.000,6.0,11.2,.540,.535,3.1,4.9,.626,5.2,10.6,15.8,3.4,1.6,1.6,2.6,3.2,15.1
137,Jared Dudley\dudleja01,PF,32,PHO,35,0,13.5,0.8,2.3,.363,0.5,1.5,.333,0.3,0.7,.423,.475,0.5,0.6,.818,0.2,1.4,1.6,1.7,0.5,0.1,0.5,1.6,2.7
138,Kris Dunn\dunnkr01,PG,23,CHI,45,36,29.4,5.6,13.2,.424,0.8,2.5,.310,4.8,10.6,.451,.454,1.5,2.1,.710,0.5,4.0,4.5,6.0,2.0,0.6,3.0,3.3,13.4
139,Kevin Durant\duranke01,PF,29,GSW,54,54,34.4,9.2,17.5,.524,2.6,6.0,.430,6.6,11.6,.572,.597,5.1,5.7,.887,0.5,6.3,6.7,5.4,0.8,1.9,3.0,2.0,26.0
140,Jarell Eddie\eddieja01,SF,26,BOS,2,0,3.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,"",.000,0.0,0.0,"",0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0
141,Henry Ellenson\ellenhe01,PF,21,DET,25,0,6.4,1.0,3.0,.347,0.4,1.2,.310,0.7,1.8,.370,.407,0.1,0.2,.500,0.2,1.5,1.8,0.4,0.1,0.0,0.4,0.5,2.6
142,Wayne Ellington\ellinwa01,SG,30,MIA,60,2,26.4,3.6,9.0,.403,2.9,7.5,.386,0.7,1.5,.489,.564,0.9,1.0,.855,0.3,2.7,3.0,1.1,0.6,0.1,0.7,1.1,11.0
143,Joel Embiid\embiijo01,C,23,PHI,48,48,31.3,8.4,17.1,.493,1.1,3.4,.317,7.4,13.7,.536,.524,6.0,7.6,.779,2.2,8.9,11.1,3.2,0.7,1.8,3.9,3.4,23.9
144,James Ennis\ennisja01,SF,27,TOT,52,15,22.8,2.5,5.1,.481,0.7,1.9,.350,1.8,3.2,.560,.547,1.5,1.8,.857,1.2,2.3,3.4,1.0,0.7,0.3,0.8,1.8,7.1
145,Tyler Ennis\ennisty01,PG,23,LAL,36,11,10.6,1.3,3.5,.368,0.2,0.9,.182,1.1,2.6,.435,.392,0.4,0.5,.722,0.3,1.2,1.4,1.6,0.4,0.1,0.5,1.4,3.1
146,Jawun Evans\evansja01,PG,21,LAC,38,4,18.4,2.2,6.3,.343,0.3,1.3,.265,1.8,5.0,.363,.370,1.0,1.2,.787,0.2,1.8,2.0,2.4,0.9,0.2,1.1,2.2,5.6
147,Tyreke Evans\evansty01,PG,28,MEM,49,29,31.0,7.0,15.5,.453,2.2,5.5,.396,4.9,10.1,.485,.523,3.1,3.9,.797,0.9,4.2,5.1,5.1,1.1,0.3,2.1,1.8,19.4
148,Kenneth Faried\farieke01,PF,28,DEN,32,7,14.4,2.4,4.6,.514,0.0,0.0,.000,2.4,4.6,.517,.514,1.1,1.6,.706,2.1,2.7,4.8,0.6,0.4,0.4,0.7,1.6,5.9
149,Derrick Favors\favorde01,C,26,UTA,58,58,28.2,5.1,9.2,.550,0.1,0.6,.200,4.9,8.6,.574,.556,2.0,2.9,.689,2.5,4.8,7.4,1.3,0.8,0.9,1.2,2.2,12.2
150,Kay Felder\feldeka01,PG,22,TOT,15,0,9.1,1.3,4.5,.294,0.3,1.3,.211,1.1,3.3,.327,.324,0.7,0.8,.917,0.1,0.9,1.0,1.3,0.2,0.1,1.1,0.7,3.7
151,Cristiano Felicio\feliccr01,C,25,CHI,35,4,14.1,1.8,3.0,.606,0.0,0.0,"",1.8,3.0,.606,.606,0.7,1.1,.615,1.1,1.8,2.8,0.8,0.1,0.3,0.7,1.8,4.3
152,Raymond Felton\feltora01,PG,33,OKC,63,2,17.2,2.8,6.8,.414,1.0,2.7,.365,1.8,4.1,.446,.486,0.5,0.7,.805,0.4,1.7,2.1,2.7,0.6,0.1,1.0,1.1,7.2
153,Terrance Ferguson\fergute01,SG,19,OKC,47,12,12.3,1.1,2.8,.402,0.6,1.9,.300,0.6,0.9,.619,.504,0.1,0.1,.833,0.4,0.4,0.8,0.3,0.4,0.1,0.2,1.5,2.9
154,Yogi Ferrell\ferreyo01,SG,24,DAL,62,17,29.0,3.7,8.6,.431,1.7,4.3,.389,2.0,4.3,.472,.527,1.1,1.4,.812,0.4,2.9,3.3,2.2,0.8,0.1,1.0,2.1,10.2
155,Dorian Finney-Smith\finnedo01,PF,24,DAL,8,1,11.8,1.3,2.8,.455,0.6,1.8,.357,0.6,1.0,.625,.568,0.1,0.3,.500,0.6,0.6,1.3,0.6,0.0,0.1,0.9,1.6,3.3
156,Bryn Forbes\forbebr01,SG,24,SAS,62,12,20.2,2.8,6.8,.414,1.2,3.3,.376,1.6,3.6,.448,.504,0.5,0.9,.607,0.2,1.3,1.5,1.0,0.4,0.0,0.5,1.5,7.4
157,Evan Fournier\fournev01,SF,25,ORL,53,53,32.4,6.5,14.2,.461,2.3,5.8,.387,4.3,8.3,.514,.541,2.7,3.1,.877,0.4,2.8,3.2,2.9,0.8,0.3,1.8,2.4,18.0
158,De'Aaron Fox\foxde01,PG,20,SAC,53,40,27.4,4.3,10.6,.409,0.7,2.0,.340,3.7,8.6,.425,.441,2.0,2.7,.736,0.5,2.2,2.6,4.4,1.0,0.2,2.4,2.2,11.4
159,Tim Frazier\fraziti01,PG,27,WAS,48,11,15.0,1.3,3.1,.409,0.3,1.0,.319,1.0,2.1,.451,.460,0.5,0.6,.786,0.4,1.7,2.0,3.5,0.8,0.1,1.1,1.7,3.3
160,Channing Frye\fryech01,C,34,TOT,45,1,12.4,1.9,3.8,.500,0.7,2.0,.341,1.2,1.8,.684,.591,0.3,0.3,.933,0.2,2.2,2.5,0.6,0.4,0.3,0.4,1.2,4.8
161,Markelle Fultz\fultzma01,SG,19,PHI,4,0,19.0,2.3,6.8,.333,0.0,0.0,"",2.3,6.8,.333,.333,1.5,3.0,.500,0.8,1.5,2.3,1.8,0.5,0.3,1.5,1.5,6.0
162,Danilo Gallinari\gallida01,SF,29,LAC,19,19,32.4,5.2,12.7,.407,1.8,5.6,.321,3.4,7.1,.474,.477,3.8,4.1,.948,0.4,4.5,4.9,2.1,0.6,0.3,1.2,1.4,15.9
163,Langston Galloway\gallola01,SG,26,DET,49,2,14.8,2.2,5.8,.383,1.3,3.8,.353,0.9,1.9,.442,.500,0.6,0.7,.794,0.2,1.3,1.6,1.1,0.5,0.1,0.3,0.8,6.3
164,Marc Gasol\gasolma01,C,33,MEM,58,58,33.9,6.1,14.7,.413,1.4,4.3,.325,4.7,10.4,.450,.461,4.2,4.9,.843,1.1,7.3,8.5,4.0,0.7,1.5,2.8,2.5,17.7
165,Pau Gasol\gasolpa01,C,37,SAS,58,55,24.9,3.9,8.5,.464,0.7,1.7,.398,3.3,6.8,.480,.503,2.1,2.8,.770,1.6,6.8,8.4,3.3,0.3,1.0,1.5,1.5,10.7
166,Rudy Gay\gayru01,PF,31,SAS,37,5,22.4,4.3,9.1,.470,0.7,2.1,.329,3.6,7.0,.512,.507,2.1,2.7,.778,1.3,3.8,5.1,1.6,0.8,0.7,1.5,1.9,11.3
167,Paul George\georgpa01,SF,27,OKC,60,60,36.6,7.5,17.0,.443,3.3,7.7,.421,4.3,9.3,.460,.538,4.1,5.0,.811,1.0,4.6,5.6,3.3,2.2,0.5,2.7,2.9,22.4
168,Marcus Georges-Hunt\georgma01,SG,23,MIN,36,0,5.5,0.5,1.2,.405,0.1,0.4,.214,0.4,0.8,.500,.440,0.2,0.4,.500,0.2,0.2,0.4,0.2,0.1,0.0,0.1,0.8,1.3
169,Taj Gibson\gibsota01,PF,32,MIN,64,64,33.5,5.3,9.1,.580,0.1,0.5,.226,5.2,8.6,.600,.586,1.8,2.3,.772,2.5,4.8,7.2,1.3,0.8,0.8,1.1,2.6,12.5
170,Manu Ginobili\ginobma01,SG,40,SAS,47,0,20.5,3.4,7.6,.443,1.1,3.2,.333,2.3,4.4,.522,.513,1.6,1.9,.851,0.3,1.8,2.1,2.5,0.6,0.3,1.7,2.0,9.4
171,Rudy Gobert\goberru01,C,25,UTA,35,35,31.3,4.6,7.7,.596,0.0,0.0,"",4.6,7.7,.596,.596,3.5,5.1,.678,2.6,7.3,10.0,1.4,0.7,2.3,1.8,2.7,12.7
172,Aaron Gordon\gordoaa01,PF,22,ORL,43,42,33.6,6.6,14.9,.443,2.0,5.9,.345,4.6,9.0,.506,.511,2.9,4.0,.707,1.7,6.6,8.2,2.3,0.9,0.8,1.8,1.9,18.0
173,Eric Gordon\gordoer01,SG,29,HOU,52,24,31.8,6.1,14.7,.417,3.1,9.1,.335,3.1,5.6,.552,.521,3.2,3.9,.818,0.4,1.9,2.3,2.3,0.6,0.4,1.9,1.7,18.5
174,Marcin Gortat\gortama01,C,33,WAS,62,62,26.0,3.7,7.0,.528,0.0,0.0,"",3.7,7.0,.528,.528,1.2,2.0,.626,2.2,5.6,7.8,1.9,0.6,0.7,1.2,2.1,8.6
175,Treveon Graham\grahatr01,SG,24,CHO,49,2,17.6,1.7,3.8,.436,0.7,1.7,.444,0.9,2.2,.430,.532,0.7,1.0,.714,0.7,1.4,2.1,1.0,0.6,0.0,0.5,1.8,4.8
176,Jerami Grant\grantje01,PF,23,OKC,62,1,20.6,2.9,5.6,.513,0.3,1.3,.259,2.5,4.3,.590,.543,1.8,2.7,.649,1.2,2.9,4.0,0.7,0.4,0.9,0.7,2.0,7.9
177,Jerian Grant\grantje02,PG,25,CHI,58,26,23.3,2.8,6.6,.426,0.8,2.4,.340,2.0,4.2,.475,.488,1.9,2.5,.750,0.5,2.1,2.6,4.9,0.8,0.1,1.3,1.8,8.3
178,Josh Gray\grayjo01,PG,24,PHO,5,0,17.2,2.2,8.2,.268,0.6,2.6,.231,1.6,5.6,.286,.305,1.4,2.2,.636,0.4,1.6,2.0,2.4,1.6,0.4,1.4,1.6,6.4
179,Danny Green\greenda02,SG,30,SAS,50,48,26.2,3.3,8.1,.407,1.8,4.6,.383,1.5,3.5,.440,.516,0.6,0.8,.780,0.5,3.1,3.7,1.7,1.1,1.1,1.1,1.6,9.0
180,Draymond Green\greendr01,PF,27,GSW,54,54,32.9,4.1,9.0,.456,1.1,3.5,.298,3.1,5.5,.557,.514,2.1,2.7,.762,1.3,6.5,7.8,7.4,1.3,1.5,2.8,2.6,11.4
181,Gerald Green\greenge01,SG,32,HOU,24,0,22.3,3.8,9.5,.399,2.6,6.9,.382,1.2,2.6,.444,.537,1.3,1.6,.821,0.4,2.3,2.6,0.4,0.6,0.4,0.6,2.2,11.5
182,JaMychal Green\greenja01,PF,27,MEM,40,39,27.0,4.1,8.8,.463,0.8,2.4,.330,3.3,6.3,.514,.509,1.5,2.0,.750,2.7,5.1,7.9,1.2,0.6,0.4,1.4,2.6,10.4
183,Jeff Green\greenje02,PF,31,CLE,59,0,22.1,3.7,7.6,.489,0.6,1.8,.308,3.2,5.8,.545,.526,2.6,3.0,.866,0.9,2.5,3.3,1.3,0.5,0.3,0.9,1.9,10.6
184,Blake Griffin\griffbl01,PF,28,TOT,45,45,34.1,7.4,17.2,.430,1.8,5.6,.320,5.6,11.6,.483,.482,4.9,6.1,.793,1.4,6.3,7.6,5.4,0.8,0.3,3.0,2.5,21.5
185,Daniel Hamilton\hamilda02,SG,22,OKC,4,0,6.3,1.3,2.8,.455,0.5,1.3,.400,0.8,1.5,.500,.545,0.0,0.0,"",0.0,1.3,1.3,1.8,0.3,0.0,0.5,0.0,3.0
186,Tim Hardaway\hardati02,SG,25,NYK,40,37,32.6,6.1,14.7,.412,2.2,7.1,.316,3.8,7.6,.502,.488,2.5,3.2,.794,0.6,3.3,3.9,2.9,1.2,0.2,1.7,2.1,16.8
187,James Harden\hardeja01,SG,28,HOU,54,54,35.7,9.2,20.6,.449,4.1,10.6,.383,5.2,10.0,.519,.548,8.7,10.1,.864,0.5,4.7,5.2,8.9,1.8,0.7,4.3,2.4,31.3
188,Maurice Harkless\harklma01,SF,24,POR,50,27,21.0,2.2,4.7,.473,0.7,1.8,.374,1.6,2.9,.534,.544,0.6,0.8,.707,0.7,2.0,2.7,0.8,0.8,0.7,0.8,1.7,5.7
189,Montrezl Harrell\harremo01,C,24,LAC,54,3,15.9,4.0,6.4,.621,0.0,0.1,.000,4.0,6.4,.626,.621,1.6,2.6,.638,1.4,2.6,3.9,0.8,0.4,0.8,0.8,1.8,9.6
190,Devin Harris\harride01,PG,34,TOT,50,1,18.2,2.6,6.3,.407,1.0,2.9,.333,1.6,3.4,.471,.484,2.0,2.4,.843,0.2,1.7,1.9,2.0,0.7,0.2,1.1,2.4,8.2
191,Gary Harris\harriga01,SG,23,DEN,57,57,34.9,6.5,13.6,.483,2.4,5.9,.398,4.2,7.6,.548,.569,2.0,2.5,.811,0.6,2.1,2.7,3.1,1.9,0.2,1.9,1.8,17.5
192,Joe Harris\harrijo01,SG,26,BRK,60,9,25.3,3.8,8.0,.476,1.9,4.7,.405,1.9,3.4,.574,.594,1.0,1.2,.792,0.7,2.8,3.4,1.5,0.5,0.2,1.1,2.0,10.5
193,Tobias Harris\harrito02,PF,25,TOT,58,58,32.9,6.8,14.8,.456,2.3,5.6,.411,4.4,9.2,.483,.534,2.4,2.8,.830,0.8,4.6,5.4,2.1,0.8,0.4,1.2,2.0,18.2
194,Andrew Harrison\harrian01,PG,23,MEM,52,42,23.3,3.1,7.3,.421,0.8,2.4,.349,2.3,4.9,.457,.479,2.2,2.8,.793,0.4,2.0,2.4,3.0,0.7,0.5,1.5,2.5,9.3
195,Shaquille Harrison\harrish01,PG,"",PHO,4,0,10.5,0.5,1.5,.333,0.3,0.5,.500,0.3,1.0,.250,.417,1.0,1.0,1.000,0.3,2.3,2.5,1.8,2.0,0.8,0.3,1.5,2.3
196,Josh Hart\hartjo01,SG,22,LAL,55,20,21.5,2.4,5.2,.461,1.1,2.7,.397,1.3,2.4,.534,.567,0.8,1.2,.656,0.6,3.1,3.7,1.2,0.7,0.2,0.6,1.6,6.6
197,Udonis Haslem\hasleud01,C,37,MIA,9,0,5.4,0.2,0.8,.286,0.1,0.4,.250,0.1,0.3,.333,.357,0.0,0.0,"",0.2,0.4,0.7,0.3,0.0,0.1,0.2,0.2,0.6
198,Nigel Hayes\hayesni01,SF,23,LAL,2,0,5.5,0.5,1.5,.333,0.0,1.0,.000,0.5,0.5,1.000,.333,0.5,0.5,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5
199,Gordon Hayward\haywago01,SF,27,BOS,1,1,5.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,"",0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
200,Reggie Hearn\hearnre01,SG,26,DET,1,0,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,"",1.500,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
201,Myke Henry\henrymy01,SF,25,MEM,11,0,18.5,2.0,5.4,.373,1.3,3.3,.389,0.7,2.1,.348,.492,0.5,0.8,.556,0.5,1.3,1.7,0.8,1.0,0.5,1.0,1.2,5.7
